area-name,duoarea,period,process,process-name,product,product-name,series,series-description,units,value
PADD 1B,R1Y,2015-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,26546
PADD 1A,R1X,2015-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14739.6
PADD 1,R10,2015-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51611.3
PADD 1C,R1Z,2015-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21351.3
PADD 1A,R1X,2015-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10397.4
PADD 1B,R1Y,2015-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19862.6
PADD 1,R10,2015-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44470.3
PADD 1C,R1Z,2015-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21040.7
PADD 1B,R1Y,2015-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16072.3
PADD 1A,R1X,2015-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,7357.3
PADD 1,R10,2015-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,40531.9
PADD 1B,R1Y,2015-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14868.4
PADD 1C,R1Z,2015-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20592.1
PADD 1A,R1X,2015-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5071.4
PADD 1B,R1Y,2015-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14860.4
PADD 1C,R1Z,2015-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21493.1
PADD 1,R10,2015-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41297.1
PADD 1A,R1X,2015-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4943.6
PADD 1B,R1Y,2015-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14675.9
PADD 1C,R1Z,2015-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20640.3
PADD 1,R10,2015-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,39966.2
PADD 1A,R1X,2015-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4650
PADD 1,R10,2015-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,40397
PADD 1C,R1Z,2015-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20535.1
PADD 1B,R1Y,2015-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14940.7
PADD 1A,R1X,2015-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4921.2
PADD 1B,R1Y,2015-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16259
PADD 1C,R1Z,2015-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20671.5
PADD 1,R10,2015-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42534.8
PADD 1A,R1X,2015-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5604.2
PADD 1,R10,2015-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45013
PADD 1C,R1Z,2015-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20975.7
PADD 1B,R1Y,2015-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,17199.2
PADD 1A,R1X,2015-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6838.1
PADD 1,R10,2015-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44413.2
PADD 1C,R1Z,2015-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20017.7
PADD 1A,R1X,2015-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6978.1
PADD 1B,R1Y,2015-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,17417.4
PADD 1,R10,2015-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,46885.4
PADD 1B,R1Y,2015-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18384.7
PADD 1C,R1Z,2015-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19822.9
PADD 1A,R1X,2015-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,8677.8
PADD 1,R10,2016-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,52264.7
PADD 1C,R1Z,2016-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20417.9
PADD 1B,R1Y,2016-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20855
PADD 1A,R1X,2016-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10991.8
PADD 1,R10,2016-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,54124.9
PADD 1C,R1Z,2016-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21531.7
PADD 1B,R1Y,2016-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21766.9
PADD 1A,R1X,2016-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10826.3
PADD 1,R10,2016-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,49284.8
PADD 1C,R1Z,2016-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22760.7
PADD 1B,R1Y,2016-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18163.5
PADD 1A,R1X,2016-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,8360.6
PADD 1,R10,2016-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45651.5
PADD 1C,R1Z,2016-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21920.6
PADD 1A,R1X,2016-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6909.2
PADD 1B,R1Y,2016-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16821.7
PADD 1,R10,2016-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42501
PADD 1C,R1Z,2016-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21261.8
PADD 1B,R1Y,2016-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15643.4
PADD 1A,R1X,2016-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5595.7
PADD 1,R10,2016-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42108
PADD 1B,R1Y,2016-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14966.4
PADD 1C,R1Z,2016-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22368.4
PADD 1A,R1X,2016-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4773.2
PADD 1,R10,2016-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,38249.5
PADD 1C,R1Z,2016-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20347.7
PADD 1A,R1X,2016-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4141.6
PADD 1B,R1Y,2016-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,13760.2
PADD 1,R10,2016-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41921.2
PADD 1C,R1Z,2016-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22055.8
PADD 1B,R1Y,2016-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15257.1
PADD 1A,R1X,2016-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4608.3
PADD 1,R10,2016-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42565.9
PADD 1C,R1Z,2016-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21189.4
PADD 1B,R1Y,2016-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16103.4
PADD 1A,R1X,2016-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5273.1
PADD 1,R10,2016-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43944.5
PADD 1C,R1Z,2016-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21287
PADD 1A,R1X,2016-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6059.5
PADD 1B,R1Y,2016-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16597.9
PADD 1,R10,2016-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,47489.9
PADD 1C,R1Z,2016-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21684
PADD 1B,R1Y,2016-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18111.9
PADD 1A,R1X,2016-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,7694
PADD 1,R10,2016-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51564
PADD 1C,R1Z,2016-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20828.6
PADD 1B,R1Y,2016-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20029.9
PADD 1A,R1X,2016-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10705.4
PADD 1,R10,2017-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51458.3
PADD 1C,R1Z,2017-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21304.3
PADD 1B,R1Y,2017-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20067
PADD 1A,R1X,2017-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10087
PADD 1,R10,2017-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51638.8
PADD 1C,R1Z,2017-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22336.2
PADD 1B,R1Y,2017-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19121.9
PADD 1A,R1X,2017-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10180.7
PADD 1C,R1Z,2017-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23687.1
PADD 1,R10,2017-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,53614.3
PADD 1B,R1Y,2017-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19993.5
PADD 1A,R1X,2017-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9933.6
PADD 1A,R1X,2017-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6169.5
PADD 1,R10,2017-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43964.6
PADD 1C,R1Z,2017-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21658.6
PADD 1B,R1Y,2017-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16136.5
PADD 1,R10,2017-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45580.5
PADD 1B,R1Y,2017-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16729.3
PADD 1C,R1Z,2017-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23217.5
PADD 1A,R1X,2017-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5633.7
PADD 1A,R1X,2017-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5206.4
PADD 1B,R1Y,2017-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15736.8
PADD 1,R10,2017-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43796.5
PADD 1C,R1Z,2017-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22853.4
PADD 1,R10,2017-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,39286.5
PADD 1C,R1Z,2017-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21251.6
PADD 1B,R1Y,2017-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,13813.4
PADD 1A,R1X,2017-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4221.5
PADD 1,R10,2017-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44225
PADD 1C,R1Z,2017-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23342.2
PADD 1B,R1Y,2017-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15938.1
PADD 1A,R1X,2017-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4944.7
PADD 1A,R1X,2017-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5061.7
